Year,Title,Length,Score,Sales,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
1984,Red Dawn,8,64,38,Action,Thriller,0,0,0,0,0
1984,Sheena,6,50,5,Action,Adventure,Comedy,Fantasy,Science Fiction,0,0
1984,C.H.U.D.,8,53,3,Horror,Science Fiction,0,0,0,0,0
1984,Body Double,11,64,8,Crime,Mystery,Horror,Thriller,0,0,0
1984,The Terminator,14,73,78,Action,Thriller,Science Fiction,0,0,0,0
1984,Amadeus,7,78,51,Drama,History,Music,0,0,0,0
1984,A Nightmare on Elm Street,25,72,25,Horror,0,0,0,0,0,0
1984,Beverly Hills Cop,17,68,316,Action,Comedy,Crime,0,0,0,0
1984,The Cotton Club,15,66,25,Music,Drama,Crime,Romance,0,0,0
1984,Dune,4,65,30,Action,Science Fiction,Adventure,0,0,0,0
1984,A Passage to India,18,69,27,Drama,Adventure,History,0,0,0,0
1985,Witness,7,70,68,Crime,Drama,Romance,Thriller,0,0,0
1985,Brazil,6,75,0,Comedy,Science Fiction,0,0,0,0,0
1985,Def-Con 4,9,28,0,Science Fiction,0,0,0,0,0,0
1985,The Last Dragon,15,64,25,Action,Adventure,Comedy,0,0,0,0
1985,Friday the 13th: A New Beginning,32,51,21,Horror,Thriller,0,0,0,0,0
1985,Ladyhawke,9,68,18,Adventure,Drama,Fantasy,Romance,0,0,0
1985,Red Sonja,9,50,6,Adventure,Fantasy,Action,0,0,0,0
1985,Subway,6,63,0,Action,Thriller,0,0,0,0,0
1985,The Return of the Living Dead,29,73,14,Comedy,Horror,0,0,0,0,0
1985,Rambo: First Blood Part II,26,63,300,Action,Adventure,Thriller,War,0,0,0
1985,A View to a Kill,16,60,152,Adventure,Action,Thriller,0,0,0,0
1985,Lifeforce,9,62,0,Fantasy,Horror,Science Fiction,Thriller,0,0,0
1985,Return to Oz,12,67,11,Adventure,Family,Fantasy,0,0,0,0
1985,Pale Rider,10,70,41,Romance,Western,0,0,0,0,0
1985,Mad Max Beyond Thunderdome,26,59,36,Action,Adventure,Science Fiction,0,0,0,0
1985,Back to the Future,18,80,381,Adventure,Comedy,Science Fiction,Family,0,0,0
1985,Silverado,9,71,0,Action,Crime,Drama,Western,0,0,0
1985,Day of the Dead,15,69,34,Horror,Science Fiction,0,0,0,0,0
1985,My Beautiful Laundrette,23,66,2,Romance,Drama,Comedy,0,0,0,0
1985,Invasion U.S.A.,15,53,0,Action,Thriller,0,0,0,0,0
1985,Commando,8,64,57,Action,Adventure,Thriller,0,0,0,0
1985,Krush Groove,12,70,0,Drama,Music,Romance,0,0,0,0
1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,50,57,29,Horror,0,0,0,0,0,0
1985,Anne of Green Gables,20,82,0,Drama,Family,0,0,0,0,0
1985,Young Sherlock Holmes,21,67,0,Action,Adventure,Crime,Drama,Family,Mystery,Thriller
1985,A Room with a View,18,69,20,Drama,Romance,0,0,0,0,0
1985,The Color Purple,16,77,146,Drama,0,0,0,0,0,0
1985,Out of Africa,13,70,128,Drama,0,0,0,0,0,0
1986,Invaders from Mars,18,55,4,Science Fiction,0,0,0,0,0,0
1986,The Clan of the Cave Bear,25,48,0,Adventure,Drama,0,0,0,0,0
1986,Nine 1/2 Weeks,14,58,6,Drama,Romance,0,0,0,0,0
1986,Highlander,10,68,5,Adventure,Action,Fantasy,0,0,0,0
1986,April Fool's Day,16,58,0,Horror,Mystery,0,0,0,0,0
1986,Salvador,8,70,0,Drama,0,0,0,0,0,0
1986,Top Gun,7,67,356,Action,Romance,War,0,0,0,0
1986,Big Trouble in Little China,27,71,11,Action,Adventure,Comedy,Fantasy,0,0,0
1986,Legal Eagles,12,58,0,Comedy,Crime,Drama,Romance,Thriller,0,0
1986,Aliens,6,77,183,Horror,Action,Thriller,Science Fiction,0,0,0
1986,Howard the Duck,15,51,37,Comedy,Fantasy,Science Fiction,0,0,0,0
1986,Friday the 13th Part VI: Jason Lives,36,57,19,Horror,Mystery,Thriller,0,0,0,0
1986,She's Gotta Have It,19,61,0,Comedy,Romance,0,0,0,0,0
1986,The Texas Chainsaw Massacre 2,29,59,8,Horror,0,0,0,0,0,0
1986,Stand by Me,11,78,52,Crime,Drama,0,0,0,0,0
1986,River's Edge,12,67,0,Crime,Drama,0,0,0,0,0
1986,Shanghai Surprise,17,29,0,Adventure,0,0,0,0,0,0
1986,Crocodile Dundee,16,63,328,Adventure,Comedy,0,0,0,0,0
1986,Peggy Sue Got Married,21,59,41,Comedy,Drama,Fantasy,Romance,0,0,0
1986,The Color of Money,18,67,52,Drama,0,0,0,0,0,0
1986,The Wraith,10,59,3,Romance,Science Fiction,Horror,Action,Crime,0,0
1986,Star Trek IV: The Voyage Home,29,69,133,Science Fiction,Adventure,0,0,0,0,0
1986,The Golden Child,16,56,79,Action,Adventure,Comedy,0,0,0,0
1986,Platoon,7,75,138,Drama,War,Action,0,0,0,0
1986,Little Shop of Horrors,22,66,38,Horror,Comedy,Music,0,0,0,0
1986,Witchboard,10,59,0,Horror,0,0,0,0,0,0
1987,Radio Days,10,70,0,Comedy,Drama,0,0,0,0,0
1987,A Nightmare on Elm Street 3: Dream Warriors,43,65,44,Horror,Thriller,0,0,0,0,0
1987,The Barbarians,14,51,0,Fantasy,Adventure,0,0,0,0,0
1987,Evil Dead II,12,76,5,Horror,Comedy,Fantasy,0,0,0,0
1987,Hollywood Shuffle,17,57,0,Comedy,0,0,0,0,0,0
1987,Malone,6,68,0,Action,Thriller,0,0,0,0,0
1987,Creepshow 2,11,59,14,Horror,0,0,0,0,0,0
1987,American Ninja 2: The Confrontation,35,49,0,Action,Adventure,Drama,0,0,0,0
1987,Ishtar,6,42,14,Action,Adventure,Comedy,0,0,0,0
1987,Beverly Hills Cop II,20,61,299,Action,Comedy,Crime,0,0,0,0
1987,The Untouchables,16,76,76,Crime,Drama,History,Thriller,0,0,0
1987,Predator,8,73,98,Science Fiction,Action,Adventure,Thriller,0,0,0
1987,Spaceballs,10,67,38,Comedy,Science Fiction,0,0,0,0,0
1987,The Living Daylights,20,62,191,Action,Adventure,Thriller,0,0,0,0
1987,The Brave Little Toaster,24,67,0,Fantasy,Adventure,Animation,Comedy,Family,Music,0
1987,Jaws: The Revenge,17,35,51,Adventure,Thriller,0,0,0,0,0
1987,Superman IV: The Quest for Peace,32,41,19,Action,Adventure,Science Fiction,0,0,0,0
1987,La Bamba,8,68,54,Drama,Music,0,0,0,0,0
1987,The Lost Boys,13,68,32,Horror,Comedy,0,0,0,0,0
1987,Hellraiser,10,69,14,Horror,0,0,0,0,0,0
1987,Fatal Attraction,16,66,320,Drama,Romance,Thriller,0,0,0,0
1987,The Princess Bride,18,76,30,Adventure,Family,Fantasy,Comedy,Romance,0,0
1987,Maurice,7,71,0,Drama,Romance,0,0,0,0,0
1987,From a Whisper to a Scream,26,68,1,Comedy,Horror,0,0,0,0,0
1987,The Last Emperor,16,74,43,Drama,History,0,0,0,0,0
1987,Cry Freedom,11,69,0,Drama,0,0,0,0,0,0
1987,The Running Man,15,64,38,Action,Science Fiction,0,0,0,0,0
1987,Teen Wolf Too,13,38,0,Comedy,Fantasy,Family,0,0,0,0
1987,Three Men and a Baby,20,58,0,Family,Comedy,Drama,0,0,0,0
1987,Wall Street,11,70,43,Crime,Drama,0,0,0,0,0
1987,Good Morning, Vietnam,21,71,123,Comedy,Drama,War,0,0,0,0
1988,School Daze,11,62,0,Comedy,Drama,0,0,0,0,0
1988,Action Jackson,14,49,20,Action,Adventure,Comedy,Crime,Drama,0,0
1988,Bloodsport,10,66,11,Action,0,0,0,0,0,0
1988,Beetlejuice,11,71,73,Fantasy,Comedy,0,0,0,0,0
1988,Prison,6,67,0,Crime,Drama,Horror,Thriller,0,0,0
1988,Bright Lights, Big City,23,47,0,Drama,0,0,0,0,0,0
1988,Lady in White,13,63,0,Horror,Thriller,0,0,0,0,0
1988,Friday the 13th Part VII: The New Blood,39,53,19,Horror,Thriller,0,0,0,0,0
1988,Crocodile Dundee II,19,55,239,Adventure,Comedy,0,0,0,0,0
1988,Rambo III,9,57,189,Action,Adventure,Thriller,War,0,0,0
1988,Big,3,69,151,Fantasy,Drama,Comedy,Romance,Family,0,0
1988,Poltergeist III,15,45,14,Horror,Thriller,0,0,0,0,0
1988,Phantasm II,11,63,7,Action,Horror,Science Fiction,Thriller,0,0,0
1988,Die Hard,8,75,140,Action,Thriller,0,0,0,0,0
1988,Akira,5,78,0,Science Fiction,Animation,0,0,0,0,0
1988,Midnight Run,12,72,38,Adventure,Comedy,Crime,0,0,0,0
1988,Young Guns,10,66,44,Crime,Action,Adventure,Drama,Western,0,0
1988,The Last Temptation of Christ,29,70,8,Drama,0,0,0,0,0,0
1988,A Nightmare on Elm Street 4: The Dream Master,45,58,72,Horror,Thriller,0,0,0,0,0
1988,Mystic Pizza,12,59,0,Comedy,Drama,Romance,0,0,0,0
1988,Halloween 4: The Return of Michael Myers,40,59,17,Horror,Thriller,0,0,0,0,0
1988,Child's Play,12,63,44,Horror,Thriller,0,0,0,0,0
1988,The Land Before Time,20,70,84,Animation,Adventure,Family,0,0,0,0
1988,Scrooged,8,67,60,Fantasy,Comedy,Drama,0,0,0,0
1988,They Live,9,71,13,Action,Horror,Science Fiction,Thriller,0,0,0
1988,Twins,5,57,216,Comedy,0,0,0,0,0,0
1988,My Stepmother is an Alien,25,53,13,Comedy,Science Fiction,0,0,0,0,0
1988,Rain Man,8,76,412,Drama,0,0,0,0,0,0
1988,Dangerous Liaisons,18,70,34,Drama,Romance,0,0,0,0,0
1988,Talk Radio,10,67,3,Drama,0,0,0,0,0,0
1989,Major League,12,66,49,Comedy,0,0,0,0,0,0
1989,Bill & Ted's Excellent Adventure,32,67,40,Adventure,Comedy,Science Fiction,0,0,0,0
1989,The Toxic Avenger Part II,25,53,0,Comedy,Horror,Action,0,0,0,0
1989,New York Stories,16,62,0,Comedy,Drama,Romance,0,0,0,0
1989,Troop Beverly Hills,19,56,0,Adventure,Comedy,Family,0,0,0,0
1989,Pet Sematary,12,64,57,Drama,Horror,0,0,0,0,0
1989,Road House,10,63,30,Action,Thriller,0,0,0,0,0
1989,Indiana Jones and the Last Crusade,34,76,474,Adventure,Action,0,0,0,0,0
1989,Warlock,7,58,0,Adventure,Comedy,Fantasy,Horror,0,0,0
1989,Dead Poets Society,18,81,235,Drama,0,0,0,0,0,0
1989,Star Trek V: The Final Frontier,31,56,70,Science Fiction,Action,Adventure,Thriller,0,0,0
1989,Batman,6,70,411,Fantasy,Action,0,0,0,0,0
1989,Do the Right Thing,18,76,37,Drama,0,0,0,0,0,0
1989,Licence to Kill,15,59,156,Adventure,Action,Thriller,0,0,0,0
1989,When Harry Met Sally...,23,73,92,Comedy,Romance,Drama,0,0,0,0
1989,UHF,3,67,0,Comedy,0,0,0,0,0,0
1989,Friday the 13th Part VIII: Jason Takes Manhattan,48,48,14,Horror,Thriller,0,0,0,0,0
1989,The Abyss,9,71,90,Adventure,Action,Thriller,Science Fiction,0,0,0
1989,A Nightmare on Elm Street 5: The Dream Child,44,55,22,Horror,Thriller,0,0,0,0,0
1989,Sex, Lies, and Videotape,24,67,0,Drama,0,0,0,0,0,0
1989,Roger & Me,10,74,6,Documentary,History,0,0,0,0,0
1989,Sea of Love,11,67,110,Drama,Crime,Mystery,0,0,0,0
1989,Black Rain,10,62,45,Action,Thriller,Crime,0,0,0,0
1989,Henry V,7,74,0,War,Drama,History,Action,Romance,0,0
1989,Halloween 5: The Revenge of Michael Myers,41,52,11,Horror,Thriller,0,0,0,0,0
1989,The Blood of Heroes,19,59,0,Action,Adventure,Science Fiction,0,0,0,0
1989,Back to the Future Part II,26,74,332,Adventure,Comedy,Family,Science Fiction,0,0,0
1989,Driving Miss Daisy,18,70,145,Comedy,Drama,0,0,0,0,0
1989,We're No Angels,15,56,0,Comedy,Crime,Drama,0,0,0,0
1989,Glory,5,74,26,War,0,0,0,0,0,0
1989,Born on the Fourth of July,26,67,161,Drama,War,0,0,0,0,0
1989,Tango & Cash,12,61,63,Action,Adventure,Comedy,0,0,0,0
1990,Midnight Cabaret,16,0,0,Horror,0,0,0,0,0,0
1990,Tremors,7,66,48,Action,Horror,0,0,0,0,0
1990,Two Evil Eyes,13,60,0,Horror,Thriller,0,0,0,0,0
1990,The Hunt for Red October,24,72,199,Action,Adventure,Thriller,0,0,0,0
1990,Pretty Woman,12,70,463,Romance,Comedy,0,0,0,0,0
1990,Spaced Invaders,15,47,15,Comedy,Family,Science Fiction,0,0,0,0
1990,Back to the Future Part III,27,71,244,Adventure,Comedy,Family,Science Fiction,0,0,0
1990,Total Recall,12,71,261,Action,Adventure,Science Fiction,0,0,0,0
1990,Gremlins 2: The New Batch,25,62,41,Comedy,Horror,Fantasy,0,0,0,0
1990,Dick Tracy,10,59,103,Adventure,Action,Comedy,Thriller,Crime,0,0
1990,Days of Thunder,15,59,157,Adventure,0,0,0,0,0,0
1990,Die Hard 2,10,66,240,Action,Thriller,0,0,0,0,0
1990,The Adventures of Ford Fairlane,31,62,20,Action,Comedy,Thriller,Crime,Mystery,0,0
1990,Ghost,5,69,505,Fantasy,Drama,Thriller,Mystery,Romance,0,0
1990,Slacker,7,64,0,Comedy,0,0,0,0,0,0
1990,Mo' Better Blues,16,63,16,Drama,Romance,0,0,0,0,0
1990,Metropolitan,12,70,0,Comedy,Drama,0,0,0,0,0
1990,Flatliners,10,63,61,Drama,Horror,Science Fiction,Thriller,0,0,0
1990,Arachnophobia,13,62,53,Comedy,Horror,0,0,0,0,0
1990,GoodFellas,10,82,46,Drama,Crime,0,0,0,0,0
1990,Shipwrecked,11,61,0,Adventure,Family,0,0,0,0,0
1990,Quigley Down Under,18,65,0,Romance,Action,Adventure,Western,Drama,0,0
1990,Home Alone,10,71,476,Comedy,Family,0,0,0,0,0
1990,Dances with Wolves,18,76,424,Adventure,Drama,Western,0,0,0,0
1990,Child's Play 2,14,58,35,Drama,Horror,0,0,0,0,0
1990,Predator 2,10,59,57,Science Fiction,Action,Thriller,0,0,0,0
1990,Edward Scissorhands,19,75,53,Fantasy,Drama,Romance,0,0,0,0
1990,Kindergarten Cop,16,58,201,Comedy,0,0,0,0,0,0
1990,The Godfather: Part III,23,71,136,Crime,Drama,Thriller,0,0,0,0
1991,White Fang,10,65,34,Action,Adventure,Drama,Family,0,0,0
1991,Flight of the Intruder,22,57,0,Action,Adventure,Drama,Thriller,0,0,0
1991,The Silence of the Lambs,24,81,272,Crime,Drama,Thriller,0,0,0,0
1991,The Doors,9,67,34,Drama,Music,0,0,0,0,0
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,55,58,78,Science Fiction,Adventure,Action,Comedy,Family,0,0
1991,Stone Cold,10,57,0,Action,Crime,Thriller,0,0,0,0
1991,Hudson Hawk,11,54,17,Action,Adventure,Comedy,0,0,0,0
1991,Beastmaster 2: Through the Portal of Time,41,46,0,Action,Adventure,Fantasy,Science Fiction,0,0,0
1991,Straight Out of Brooklyn,24,43,0,Drama,0,0,0,0,0,0
1991,Robin Hood: Prince of Thieves,29,66,390,Adventure,0,0,0,0,0,0
1991,The Naked Gun 2½: The Smell of Fear,36,66,86,Comedy,Crime,0,0,0,0,0
1991,Terminator 2: Judgment Day,26,77,520,Action,Thriller,Science Fiction,0,0,0,0
1991,Boyz n the Hood,15,74,57,Crime,Drama,0,0,0,0,0
1991,Bill & Ted's Bogus Journey,26,59,0,Adventure,Comedy,Family,Fantasy,Science Fiction,0,0
1991,Return to the Blue Lagoon,25,51,2,Drama,Adventure,Romance,0,0,0,0
1991,Double Impact,13,53,30,Thriller,Action,Crime,Drama,0,0,0
1991,Johnny Suede,12,47,0,Comedy,Romance,0,0,0,0,0
1991,Showdown in Little Tokyo,24,57,2,Action,Thriller,0,0,0,0,0
1991,Harley Davidson and the Marlboro Man,36,61,7,Action,Thriller,0,0,0,0,0
1991,Freddy's Dead: The Final Nightmare,34,51,34,Horror,Thriller,Comedy,0,0,0,0
1991,The Fisher King,15,72,41,Comedy,Drama,0,0,0,0,0
1991,My Own Private Idaho,20,71,0,Drama,Romance,0,0,0,0,0
1991,House Party 2,13,47,0,Comedy,0,0,0,0,0,0
1991,Cape Fear,9,70,182,Crime,Thriller,0,0,0,0,0
1991,The Addams Family,17,67,191,Horror,Comedy,Fantasy,0,0,0,0
1991,My Girl,7,70,0,Comedy,Drama,Family,0,0,0,0
1991,Star Trek VI: The Undiscovered Country,38,67,96,Science Fiction,Action,Adventure,Thriller,0,0,0
1991,Hook,4,66,300,Adventure,Fantasy,Comedy,Family,0,0,0
1991,JFK,3,75,205,Drama,Thriller,History,0,0,0,0
1991,The Prince of Tides,19,59,74,Drama,Romance,0,0,0,0,0
1992,Medicine Man,12,58,0,Adventure,0,0,0,0,0,0
1992,Wayne's World,13,65,121,Music,Comedy,0,0,0,0,0
1992,Radio Flyer,11,66,4,Drama,0,0,0,0,0,0
1992,Memoirs of an Invisible Man,27,57,14,Comedy,Fantasy,Science Fiction,0,0,0,0
1992,The Lawnmower Man,17,54,32,Horror,Thriller,Science Fiction,0,0,0,0
1992,My Cousin Vinny,15,73,64,Comedy,Drama,0,0,0,0,0
1992,Howards End,11,69,25,Drama,Romance,0,0,0,0,0
1992,Split Second,12,57,0,Thriller,Action,Horror,Science Fiction,Crime,0,0
1992,Lethal Weapon 3,15,64,321,Adventure,Action,Comedy,Thriller,Crime,0,0
1992,Alien³,7,62,159,Science Fiction,Action,Horror,0,0,0,0
1992,Patriot Games,13,63,178,Drama,Action,Thriller,Crime,0,0,0
1992,Batman Returns,14,66,280,Action,Fantasy,0,0,0,0,0
1992,Boomerang,9,54,70,Comedy,Romance,0,0,0,0,0
1992,A League of Their Own,21,67,107,Comedy,0,0,0,0,0,0
1992,Death Becomes Her,17,63,149,Fantasy,Comedy,0,0,0,0,0
1992,Unforgiven,10,77,159,Western,0,0,0,0,0,0
1992,Raising Cain,12,59,37,Drama,Horror,Thriller,Crime,0,0,0
1992,Light Sleeper,13,57,0,Drama,Crime,0,0,0,0,0
1992,The Crying Game,15,69,62,Romance,Crime,Drama,Thriller,0,0,0
1992,Reservoir Dogs,14,80,14,Crime,Thriller,0,0,0,0,0
1992,El Mariachi,11,66,2,Action,Crime,Thriller,0,0,0,0
1992,Glengarry Glen Ross,19,75,10,Crime,Drama,Mystery,0,0,0,0
1992,The Last of the Mohicans,24,71,75,Action,Adventure,Drama,History,Romance,War,0
1992,Fortress,8,57,6,Action,Thriller,Science Fiction,0,0,0,0
1992,The Mighty Ducks,16,64,50,Comedy,Family,0,0,0,0,0
1992,Army of Darkness,16,73,0,Fantasy,Horror,Comedy,0,0,0,0
1992,Dracula,7,71,215,Romance,Horror,0,0,0,0,0
1992,Malcolm X,9,72,48,Drama,History,0,0,0,0,0
1992,Home Alone 2: Lost in New York,30,63,358,Comedy,Family,Adventure,Crime,0,0,0
1992,The Bodyguard,13,61,411,Thriller,Action,Drama,Music,Romance,0,0
1992,Aladdin,7,74,504,Animation,Family,Comedy,Adventure,Fantasy,Romance,0
1992,The Muppet Christmas Carol,26,72,27,Comedy,Family,Fantasy,Drama,0,0,0
1992,A Few Good Men,14,71,243,Drama,0,0,0,0,0,0
1992,Hoffa,5,61,0,Crime,History,0,0,0,0,0
1993,Nowhere to Run,14,55,0,Action,Adventure,Drama,Thriller,0,0,0
1993,Alive,5,67,36,Action,Adventure,Drama,Thriller,0,0,0
1993,The Visitors,12,71,0,Fantasy,Comedy,Science Fiction,0,0,0,0
1993,National Lampoon's Loaded Weapon 1,34,57,0,Comedy,0,0,0,0,0,0
1993,Bound by Honor,14,77,0,Action,Crime,Drama,Thriller,0,0,0
1993,Groundhog Day,13,74,70,Romance,Fantasy,Drama,Comedy,0,0,0
1993,Teenage Mutant Ninja Turtles III,32,51,42,Action,Adventure,Comedy,Family,Fantasy,Science Fiction,0
1993,The Adventures of Huck Finn,27,62,0,Action,Adventure,Drama,Family,0,0,0
1993,RoboCop 3,9,42,10,Action,Adventure,Crime,Science Fiction,Thriller,0,0
1993,Madadayo,8,75,0,Drama,0,0,0,0,0,0
1993,Warlock: The Armageddon,23,52,0,Fantasy,Horror,Science Fiction,0,0,0,0
1993,Much Ado About Nothing,22,72,0,Drama,Comedy,Romance,0,0,0,0
1993,Excessive Force,15,45,1,Action,0,0,0,0,0,0
1993,The Piano,9,71,116,Drama,Romance,0,0,0,0,0
1993,Menace II Society,17,72,27,Drama,Action,Crime,0,0,0,0
1993,Super Mario Bros.,17,40,20,Adventure,Comedy,Family,Fantasy,0,0,0
1993,Cliffhanger,11,61,255,Action,Adventure,Thriller,0,0,0,0
1993,Ed and His Dead Mother,22,55,0,Comedy,0,0,0,0,0,0
1993,What's Love Got to Do with It,29,69,0,Drama,Music,0,0,0,0,0
1993,Jurassic Park,13,76,920,Adventure,Science Fiction,0,0,0,0,0
1993,Last Action Hero,16,61,137,Adventure,Fantasy,Action,Comedy,Family,0,0
1993,The Firm,8,66,270,Drama,Mystery,Thriller,0,0,0,0
1993,Hocus Pocus,11,64,39,Comedy,Family,Fantasy,0,0,0,0
1993,Poetic Justice,14,69,27,Drama,Romance,0,0,0,0,0
1993,The Fugitive,12,72,368,Adventure,Action,Thriller,Crime,Mystery,0,0
1993,Jason Goes to Hell: The Final Friday,36,42,15,Fantasy,Horror,Thriller,0,0,0,0
1993,Only the Strong,15,69,3,Action,0,0,0,0,0,0
1993,True Romance,12,75,12,Action,Thriller,Crime,Romance,0,0,0
1993,Romeo Is Bleeding,17,57,3,Action,Crime,Drama,Thriller,0,0,0
1993,The Age of Innocence,20,70,32,Drama,Romance,0,0,0,0,0
1993,Airborne,8,61,2,Action,Adventure,Comedy,0,0,0,0
1993,The Thief and the Cobbler,25,68,0,Adventure,Fantasy,Animation,Science Fiction,Family,0,0
1993,Dazed and Confused,18,74,7,Comedy,Drama,0,0,0,0,0
1993,Cool Runnings,13,68,154,Comedy,0,0,0,0,0,0
1993,Return of the Living Dead 3,27,59,0,Comedy,Science Fiction,Romance,Horror,0,0,0
1993,Killing Zoe,11,61,0,Action,Crime,Drama,Thriller,0,0,0
1993,Ruby in Paradise,16,56,1,Drama,Romance,0,0,0,0,0
1993,Gettysburg,10,66,25,War,Drama,History,0,0,0,0
1993,The Remains of the Day,22,75,23,Drama,Romance,0,0,0,0,0
1993,The Nutcracker,14,56,2,Family,Fantasy,Music,0,0,0,0
1993,Mrs. Doubtfire,14,70,441,Comedy,Drama,Family,0,0,0,0
1993,Schindler's List,16,83,321,Drama,History,War,0,0,0,0
1993,The Pelican Brief,17,63,195,Drama,Mystery,Thriller,Crime,0,0,0
1993,What's Eating Gilbert Grape,27,75,30,Romance,Drama,0,0,0,0,0
1993,Philadelphia,12,76,206,Drama,0,0,0,0,0,0
1993,Tombstone,9,74,56,Action,Adventure,Drama,History,Western,0,0
1993,Shadowlands,11,68,0,Drama,Romance,0,0,0,0,0
1994,The Legend of Drunken Master,28,72,0,Action,Comedy,0,0,0,0,0
1994,Ace Ventura: Pet Detective,26,64,107,Comedy,Mystery,0,0,0,0,0
1994,On Deadly Ground,16,45,49,Action,Thriller,0,0,0,0,0
1994,Sugar Hill,10,52,0,Drama,Action,Thriller,0,0,0,0
1994,Four Weddings and a Funeral,27,66,254,Comedy,Drama,Romance,0,0,0,0
1994,The Hudsucker Proxy,19,71,0,Comedy,Drama,0,0,0,0,0
1994,The Naked Gun 33⅓: The Final Insult,37,63,51,Comedy,Crime,0,0,0,0,0
1994,Serial Mom,10,64,7,Comedy,Crime,Horror,Thriller,0,0,0
1994,The Inkwell,11,39,8,Comedy,Drama,Romance,0,0,0,0
1994,PCU,3,60,4,Comedy,0,0,0,0,0,0
1994,3 Ninjas Kick Back,18,45,0,Adventure,Action,Comedy,Family,0,0,0
1994,The Crow,8,73,94,Fantasy,Action,Thriller,0,0,0,0
1994,Crooklyn,8,67,0,Comedy,Drama,0,0,0,0,0
1994,Beverly Hills Cop III,21,55,119,Action,Comedy,Crime,0,0,0,0
1994,The Flintstones,15,50,341,Fantasy,Comedy,Family,0,0,0,0
1994,Renaissance Man,15,59,24,Comedy,War,0,0,0,0,0
1994,Speed,5,68,350,Action,Adventure,Crime,0,0,0,0
1994,Police Academy: Mission to Moscow,33,41,0,Comedy,Crime,0,0,0,0,0
1994,Wolf,4,60,0,Fantasy,0,0,0,0,0,0
1994,The Lion King,13,80,788,Family,Animation,Drama,0,0,0,0
1994,Wyatt Earp,10,65,25,Drama,Action,Western,0,0,0,0
1994,The Shadow,10,54,48,Adventure,Fantasy,Action,Thriller,Science Fiction,0,0
1994,Baby's Day Out,14,58,16,Action,Adventure,Comedy,Family,0,0,0
1994,Forrest Gump,12,82,677,Comedy,Drama,Romance,0,0,0,0
1994,True Lies,9,68,378,Action,Thriller,0,0,0,0,0
1994,The Client,10,64,117,Drama,Thriller,Crime,Mystery,0,0,0
1994,The Mask,8,66,351,Romance,Comedy,Crime,Fantasy,0,0,0
1994,Clear and Present Danger,24,64,215,Action,Drama,Thriller,0,0,0,0
1994,There Goes My Baby,18,85,0,Drama,Comedy,0,0,0,0,0
1994,Heavenly Creatures,18,70,3,Drama,Fantasy,0,0,0,0,0
1994,Men of War,10,54,0,Action,Thriller,0,0,0,0,0
1994,Rapa Nui,8,62,0,Adventure,0,0,0,0,0,0
1994,Hoop Dreams,11,77,7,Documentary,0,0,0,0,0,0
1994,Clerks,6,74,3,Comedy,0,0,0,0,0,0
1994,Timecop,7,55,101,Thriller,Science Fiction,Action,Crime,0,0,0
1994,The Shawshank Redemption,24,85,28,Drama,Crime,0,0,0,0,0
1994,Exotica,7,65,0,Drama,Mystery,0,0,0,0,0
1994,Ed Wood,7,73,5,Comedy,Drama,History,0,0,0,0
1994,The River Wild,14,61,0,Action,Adventure,Crime,Thriller,0,0,0
1994,Don Juan DeMarco,16,62,22,Romance,Drama,Comedy,0,0,0,0
1994,The Specialist,14,55,170,Action,Thriller,0,0,0,0,0
1994,Pulp Fiction,12,83,213,Thriller,Crime,0,0,0,0,0
1994,New Nightmare,13,64,18,Horror,Thriller,Mystery,Fantasy,0,0,0
1994,Bullets Over Broadway,21,70,0,Action,Comedy,Thriller,0,0,0,0
1994,The Santa Clause,16,63,189,Fantasy,Drama,Comedy,Family,0,0,0
1994,Interview with the Vampire,26,72,223,Horror,Romance,0,0,0,0,0
1994,Star Trek: Generations,22,64,120,Science Fiction,Action,Adventure,Thriller,0,0,0
1994,A Low Down Dirty Shame,22,60,29,Action,Comedy,Crime,0,0,0,0
1994,Highlander: The Final Dimension,31,45,36,Action,Fantasy,Science Fiction,0,0,0,0
1994,Disclosure,10,59,214,Drama,Thriller,Crime,Mystery,Romance,0,0
1994,Legends of the Fall,19,72,160,Adventure,Drama,Romance,War,0,0,0
1994,Dumb and Dumber,15,65,247,Comedy,0,0,0,0,0,0
1994,Ri¢hie Ri¢h,13,54,0,Comedy,Family,0,0,0,0,0
1994,Little Women,12,70,0,Drama,Romance,0,0,0,0,0
1994,Street Fighter,14,41,99,Action,Adventure,Thriller,0,0,0,0
1995,Tales from the Crypt: Demon Knight,34,67,0,Horror,Comedy,Thriller,0,0,0,0
1995,Before Sunrise,14,77,5,Drama,Romance,0,0,0,0,0
1995,Rumble in the Bronx,19,65,32,Crime,Action,Comedy,Thriller,0,0,0
1995,The Jerky Boys,14,48,0,Comedy,Crime,0,0,0,0,0
1995,The Quick and the Dead,22,63,18,Action,Western,0,0,0,0,0
1995,Outbreak,8,63,189,Action,Drama,Science Fiction,Thriller,0,0,0
1995,Tank Girl,9,55,4,Action,Comedy,Fantasy,Science Fiction,0,0,0
1995,Jefferson in Paris,18,52,2,Drama,Romance,0,0,0,0,0
1995,Bad Boys,8,65,141,Action,Comedy,Crime,Thriller,0,0,0
